NormalisedPO,after,BinDeliveryID,BinDeliveryNo,HarvestDate,RPIN,ProductionSite,MaturityCode,Storage type,PickNo,BinQty,InputKgs,StorageDays,Owner,Orchard,Grow System,RootStock,Latitude,Longitude,Hectares,Ethrel,Harvista,OrchardAge,RAPFactor,RAPPO,CRAPPO,FinalPackout,EffExportKgs,Prop53,Prop58,Prop63,Prop67,Prop72,WAMPA,NoApples,53,58,63,67,72,RTE53,RTE58,RTE63,RTE67,RTE72,TotalRTEs,Source
0.7123301718892655,65,11366,14957,2024-03-05,R2534,D,B,CA Smartfresh,2nd Pick,1,420,94,ROLP 1,Stock Road South,Spindle,M9,-39.6892445,176.8124229,2.1918749999999996,0,0,13,0.9888433920926335,0.70438298346091,0.7166715833889922,0.7166715833889922,301.0020650233767,0.2740169664815275,0.3288181491613474,0.36629915167592364,0.02612027595862463,0.004745456722576842,71.1862726242781,4228.372324142728,1158.6457574160365,1390.3655615896766,1548.8491953034347,110.44625196241904,20.065557871160973,231.72915148320732,278.07311231793534,309.76983906068693,22.08925039248381,5.016389467790243,846.6777427221036,ProdSite
0.7177879731749922,62,11097,15073,2024-03-02,R1230,C,B,CA Smartfresh,2nd Pick,28,11760,94,ROLP 1,Home Block,Spindle,M9,-39.692086,176.812345,3.118,0,0,13,0.9888433920926335,0.7097798941976555,0.7221626481278199,0.7221626481278199,8492.632741983163,0.25092330511992483,0.3148078883423474,0.39809578750330593,0.032844413137422895,0.003328605896998948,71.56020077767327,118678.15698796722,29779.11539696204,37360.819993743564,47245.274365565776,3897.914418500727,395.03281319511456,5955.823079392408,7472.163998748712,9449.054873113155,779.5828837001454,98.75820329877864,23755.3830382532,ProdSite
0.6903368518442166,62,11079,15199,2024-03-02,R1233,B,B,CA Smartfresh,2nd Pick,25,10500,94,ROLP 1,Te Aute Road North,Spindle,M9/M26,-39.68163,176.818095,2.752,0,0,13,0.9888433920926335,0.6826350342641849,0.6945442214960352,0.6945442214960352,7292.71432570837,0.13212289834101604,0.24848584796503817,0.5085795298880446,0.09518211052977367,0.0156296132761276,80.33329086348562,90780.7242467042,11994.212400971108,22557.72524332259,46169.21806028503,8640.700929222703,1418.8676129027667,2398.8424801942215,4511.545048664519,9233.843612057006,1728.1401858445406,354.7169032256917,18227.088229985977,ProdSite
0.6861665129805641,64,11174,14880,2024-03-04,R1233,B,B,CA Smartfresh,2nd Pick,11,4620,94,ROLP 1,Te Aute Road North,Spindle,M9/M26,-39.68163,176.818095,2.752,0,0,13,0.9888433920926335,0.6785112222360751,0.6903484658273463,0.6903484658273463,3189.40991212234,0.13212289834101604,0.24848584796503817,0.5085795298880446,0.09518211052977367,0.0156296132761276,80.33329086348562,39702.219065595906,5245.572253516477,9865.439570608303,20191.735907892926,3778.941003378837,620.5303301993641,1049.1144507032955,1973.0879141216606,4038.347181578585,755.7882006757675,155.13258254984103,7971.47032962915,ProdSite
0.5603787607084266,86,13692,14686,2024-03-26,R1233,A,C,Smartfreshed,3rd Pick,1,420,94,ROLP 1,Te Aute Road North,Spindle,M9/M26,-39.68163,176.818095,2.1879999999999997,0,1,13,0.9888433920926335,0.5541268345955868,0.5637940797443868,0.5637940797443868,236.79351349264243,0.24034037967304386,0.3435428233270966,0.38262717241781813,0.03085106455174679,0.0026385600302945783,72.74946926803712,3254.9174018054173,782.2880841543115,1118.2035139127308,1245.419841906358,100.41766687370287,8.588294958314052,156.4576168308623,223.64070278254616,249.0839683812716,20.083533374740576,2.147073739578513,651.4128951089991,ProdSite
0.5592003665780817,87,13691,14685,2024-03-27,R1233,A,C,Smartfreshed,3rd Pick,1,420,94,ROLP 1,Te Aute Road North,Spindle,M9/M26,-39.68163,176.818095,2.1879999999999997,0,1,13,0.9888433920926335,0.5529615873465145,0.5626085037003302,0.5626085037003302,236.2955715541387,0.24034037967304386,0.3435428233270966,0.38262717241781813,0.03085106455174679,0.0026385600302945783,72.74946926803712,3248.0727891434453,780.6430473484182,1115.8520963542567,1242.8009071172125,100.20650328663667,8.570235036921325,156.12860946968365,223.17041927085134,248.56018142344251,20.041300657327334,2.1425587592303312,650.0430695805352,ProdSite
0.5607673786947759,86,13576,14682,2024-03-26,R1233,A,C,Smartfreshed,3rd Pick,4,1680,94,ROLP 1,Te Aute Road North,Spindle,M9/M26,-39.68163,176.818095,2.1879999999999997,0,1,13,0.9888433920926335,0.5545111169234366,0.5641850662259389,0.5641850662259389,947.8309112595773,0.24034037967304386,0.3435428233270966,0.38262717241781813,0.03085106455174679,0.0026385600302945783,72.74946926803712,13028.698639262955,3131.3223776061286,4475.915914810297,4985.134120625059,401.949222745157,34.377003476312595,626.2644755212257,895.1831829620594,997.0268241250118,80.3898445490314,8.594250869078149,2607.4585780264065,ProdSite
0.7115093309713871,65,11321,15025,2024-03-05,R2534,B,B,CA Smartfresh,2nd Pick,1,420,94,ROLP 1,Stock Road South,Spindle,M9,-39.6892445,176.8124229,3.16638,0,0,18,0.9888433920926335,0.7035713003433067,0.7158457397233138,0.7158457397233138,300.6552106837918,0.2482001425321553,0.34341909121746733,0.3802670766281498,0.0257335893517899,0.0023801002704376484,69.95864924330364,4297.613146276836,1066.6681954539752,1475.8824010986316,1634.2407876133975,110.59301189914189,10.22875021168989,213.33363909079503,295.17648021972633,326.8481575226795,22.118602379828378,2.5571875529224726,860.0340667659517,ProdSite
0.7129778685331807,65,11281,15018,2024-03-05,R2534,D,B,CA Smartfresh,2nd Pick,6,2520,94,ROLP 1,Stock Road South,Spindle,M9,-39.6892445,176.8124229,2.1918749999999996,0,0,13,0.9888433920926335,0.7050234540073261,0.7173232275249121,0.7173232275249121,1807.6545333627785,0.2740169664815275,0.3288181491613474,0.36629915167592364,0.02612027595862463,0.004745456722576842,71.1862726242781,25393.30220172642,6958.195638265767,8349.778631066449,9301.545054742752,663.2800610098444,120.50281664160795,1391.6391276531535,1669.9557262132898,1860.3090109485504,132.65601220196888,30.125704160401988,5084.685581177365,ProdSite
0.7138971840059597,64,11282,15019,2024-03-04,R2534,D,B,CA Smartfresh,2nd Pick,4,1680,94,ROLP 1,Stock Road South,Spindle,M9,-39.6892445,176.8124229,2.1918749999999996,0,0,13,0.9888433920926335,0.7059325130378321,0.7182481459146008,0.7182481459146008,1206.6568851365294,0.2740169664815275,0.3288181491613474,0.36629915167592364,0.02612027595862463,0.004745456722576842,71.1862726242781,16950.696260011773,4644.7783689182,5573.696571213244,6209.025660358564,442.75686400233394,80.438795519431,928.9556737836399,1114.7393142426488,1241.8051320717127,88.5513728004668,20.10969887985775,3394.161191778326,ProdSite
0.7140267233347427,64,11283,15017,2024-03-04,R2534,D,B,CA Smartfresh,2nd Pick,5,2100,94,ROLP 1,Stock Road South,Spindle,M9,-39.6892445,176.8124229,2.1918749999999996,0,0,13,0.9888433920926335,0.7060606071471153,0.7183784747417847,0.7183784747417847,1508.594796957748,0.2740169664815275,0.3288181491613474,0.36629915167592364,0.02612027595862463,0.004745456722576842,71.1862726242781,21192.215034493056,5807.026476776007,6968.384924271286,7762.690389268561,553.5465048754724,100.56673930172909,1161.4052953552014,1393.6769848542572,1552.5380778537124,110.70930097509446,25.14168482543227,4243.471343863697,ProdSite
0.7121570276153023,65,11286,15014,2024-03-05,R2534,B,B,CA Smartfresh,2nd Pick,6,2520,94,ROLP 1,Stock Road South,Spindle,M9,-39.6892445,176.8124229,3.16638,0,0,18,0.9888433920926335,0.7042117708897228,0.7164973838592336,0.7164973838592336,1805.5734073252686,0.2482001425321553,0.34341909121746733,0.3802670766281498,0.0257335893517899,0.0023801002704376484,69.95864924330364,25809.151932676803,6405.835188324434,8863.355501813408,9814.37075569077,664.1621173534595,61.42836949473042,1281.1670376648867,1772.6711003626817,1962.874151138154,132.8324234706919,15.357092373682605,5164.901805010097,ProdSite
