BinSource,ContractVendor,Orchard,OrchardBlock,OrchardPIN,OrchardProdSite,PackDate,Run,RunState,StorageType,Bins,KGsTotal,KGsExport,TCEsExport,KGsLocal,TCEsLocal,KGsProcess,TCEsProcess,KGsNonProcess,AvgSizeDenominator,AvgSizeNumerator
Pre-sized,Rockit Trading Company Ltd,Steel,C,R1149,R1149C,14/10/2024,PE1317,Final report sent,Smartfresh CA,109,39240,39240,2180,0,0,0,0,39240,15120,2867400
Orchard pick,Rockit Trading Company Ltd,Korokipo Verries,KVR4,R2872,R2872J,7/08/2024,P1397,Final report sent,Smartfresh Air,29,12512.388,10297.188,572.066,0,0,2215.2,123.0666654,10297.188,207.936,24952.32
Orchard pick,Rockit Trading Company Ltd,Riverside Apples,,R1021,R1021B,26/08/2024,P1429,Final report sent,Smartfresh CA,46,20042.928,17027.928,945.996,0,0,3015,167.4999983,17027.928,360.144,43217.28
Orchard pick,Rockit Trading Company Ltd,Mana1,A2,R2926,R2926A,11/06/2024,P1282,Final report sent,Smartfresh Air,18,7498.508,6266.268,348.126,0,0,1232.24,68.45777709,6266.268,0,0
Orchard pick,Rockit Trading Company Ltd,Rockit Manzana,D2,R2879,R2879D,3/10/2024,P1547,Final report sent,Smartfresh CA,114,49483.796,43482.196,2415.677552,0,0,6001.6,333.4222189,43482.196,19760.104,3394519.72
Orchard pick,Rockit Trading Company Ltd,Rockit Manzana,D1,R2879,R2879D,12/04/2024,P1152,Final report sent,Smartfresh Air,28,12377.402,10135.482,563.0820067,0,0,2241.92,124.5511099,10135.482,411.558,49386.96
Orchard pick,Rockit Trading Company Ltd,Rockit Manahi,E,R2880,R2880E,11/09/2024,P1467,Final report sent,Smartfresh CA,101,42550.608,31524.048,1751.336,0,0,11026.56,612.5866605,31524.048,330.912,39709.44
Pre-sized,Rockit Trading Company Ltd,Lawn Road,A2,R2917,R2917A,2/10/2024,PE1299,Final report sent,Smartfresh CA,3,1080,1080,60,0,0,0,0,1080,0,0
Orchard pick,Rockit Trading Company Ltd,Springhill East,37,R2949,R2949T,25/07/2024,P1380,Final report sent,Smartfresh Air,74,33533.432,30067.632,1670.424,0,0,3465.8,192.5444425,30067.632,197.964,23755.68
Pre-sized,Rockit Trading Company Ltd,MANZANA 2,B,R2925,R2925B,25/09/2024,PE1276,Final report sent,Smartfresh CA,23,8280,8280,460,0,0,0,0,8280,0,0
Orchard pick,Rockit Trading Company Ltd,MANZANA 2,B,R2925,R2925B,25/09/2024,P1514,Final report sent,Smartfresh CA,28,11565.66,8661.78,481.21,0,0,2903.88,161.3266651,8661.78,0,0
Pre-sized,Rockit Trading Company Ltd,Rangi2,A,R2901,R2901A,7/08/2024,PE1189,Final report sent,Smartfresh Air,15,5400,5400,300,0,0,0,0,5400,0,0
Orchard pick,Rockit Trading Company Ltd,Mana2,B2,R2927,R2927B,19/08/2024,P1412,Final report sent,Smartfresh CA,54,23511.3,18341.1,1018.95,0,0,5170.2,287.2333305,18341.1,189,22680
Pre-sized,Rockit Trading Company Ltd,Home Block,F2,R1230,R1230F,16/09/2024,PE1264,Final report sent,Smartfresh CA,10,3600,3600,200,0,0,0,0,3600,0,0
Pre-sized,Rockit Trading Company Ltd,Wharerangi,,R1936,R1936C,16/09/2024,PE1259,Final report sent,Smartfresh CA,49,17640,17640,980,0,0,0,0,17640,0,0
Orchard pick,Rockit Trading Company Ltd,Valley,,R2919,R2919E,19/06/2024,P1303,Final report sent,Smartfresh Air,90,38034.26,33932.34,1885.13,0,0,4101.92,227.8844422,33932.34,13030.668,2402159.76
Pre-sized,Rockit Trading Company Ltd,Crown,A2,R2924,R2924A,25/07/2024,PE1178,Done,Smartfresh Air,209,75600,75600,4200,0,0,0,0,75600,1440,172800
Pre-sized,Rockit Trading Company Ltd,Rangi2,C,R2901,R2901C,12/06/2024,PE1152,Final report sent,Smartfresh Air,76,27360,27360,1520,0,0,0,0,27360,0,0
Pre-sized,Rockit Trading Company Ltd,Valley,,R2919,R2919E,26/08/2024,PE1218,Final report sent,Smartfresh Air,2,720,720,40,0,0,0,0,720,0,0
Orchard pick,Rockit Trading Company Ltd,Lowry Heretaunga,C1,R2946,R2946C,4/10/2024,P1550,Final report sent,Smartfresh CA,74,32730.484,28411.684,1578.426888,0,0,4318.8,239.9333309,28411.684,11989.888,2099556.04
Orchard pick,Rockit Trading Company Ltd,Waipatu,WPR2,R2873,R2873B,6/08/2024,P1393,Final report sent,Smartfresh Air,48,20171.252,17511.732,972.874,0,0,2659.52,147.7511096,17511.732,327.96,39355.2
Pre-sized,Rockit Trading Company Ltd,Crown,B2,R2924,R2924B,9/09/2024,PE1241,Final report sent,Smartfresh Air,15,5400,5400,300,0,0,0,0,5400,1800,351000
Pre-sized,Rockit Trading Company Ltd,Steel,A,R1149,R1149A,12/04/2024,PE1095,Final report sent,Smartfresh Air,25,9000,9000,500,0,0,0,0,9000,0,0
Pre-sized,Rockit Trading Company Ltd,Mana2,B1,R2927,R2927B,11/09/2024,PE1250,Final report sent,Smartfresh CA,15,5400,5400,300,0,0,0,0,5400,0,0
Pre-sized,Rockit Trading Company Ltd,Crown,B2,R2924,R2924B,26/08/2024,PE1219,Final report sent,Smartfresh Air,2,720,720,40,0,0,0,0,720,0,0
Pre-sized,Rockit Trading Company Ltd,Raukawa,,R1232,R1232B,14/10/2024,PE1318,Final report sent,Smartfresh CA,87,31320,31320,1740,0,0,0,0,31320,12600,2295000
Pre-sized,Rockit Trading Company Ltd,Valley,,R2919,R2919H,16/10/2024,PE1323,Final report sent,Smartfresh CA,52,18720,18720,1040,0,0,0,0,18720,7200,1269000
Orchard pick,Rockit Trading Company Ltd,Oceanview Orchard,A,R1899,R1899A,16/09/2024,P1481,Final report sent,Smartfresh CA,46,20125.952,15082.272,837.904,0,0,5043.68,280.2044416,15082.272,305.388,36646.56
Orchard pick,Rockit Trading Company Ltd,Rockit Manahi,D,R2880,R2880D,5/09/2024,P1458,Final report sent,Smartfresh CA,118,50049.232,37426.032,2079.224,0,0,12623.2,701.2888819,37426.032,216.684,26002.08
Orchard pick,Rockit Trading Company Ltd,Pioneer,,R1580,R1580A,1/06/2024,P1255,Final report sent,Smartfresh Air,36,15005.38,13095.9,727.55,0,0,1909.48,106.0822212,13095.9,4842.612,879971.04
Orchard pick,Rockit Trading Company Ltd,Raukawa,,R1232,R1232A,12/06/2024,P1287,Final report sent,Smartfresh Air,31,12872.868,11278.188,626.566,0,0,1594.68,88.59333245,11278.188,1050.228,126027.36
Pre-sized,Rockit Trading Company Ltd,Dartmoor,DR4,R2851,R2851G,12/04/2024,PE1093,Final report sent,Smartfresh Air,23,8280,8280,460,0,0,0,0,8280,0,0
Orchard pick,Rockit Trading Company Ltd,HAU,,R2776,R2776A,18/06/2024,P1301,Final report sent,Smartfresh Air,217,90852.82,78340.5,4352.25,0,0,12512.32,695.1288819,78340.5,29658.456,5683399.02
Pre-sized,Rockit Trading Company Ltd,Sim1,,R2900,R2900B,27/09/2024,PE1290,Final report sent,Smartfresh CA,166,59760,59760,3320,0,0,0,0,59760,360,43200
Pre-sized,Rockit Trading Company Ltd,Longlands,C1,R2329,R2329C,11/06/2024,PE1149,Final report sent,Smartfresh Air,24,8640,8640,480,0,0,0,0,8640,0,0
Orchard pick,Rockit Trading Company Ltd,HAU,A1,R2776,R2776A,9/10/2024,P1563,Final report sent,Smartfresh CA,114,47615.188,41890.548,2327.252665,0,0,5724.64,318.0355524,41890.548,17164.164,3157415.22
Pre-sized,Rockit Trading Company Ltd,Raukawa,C3,R1232,R1232C,15/10/2024,PE1319,Final report sent,Smartfresh CA,82,29520,29520,1640,0,0,0,0,29520,11520,2111400
Pre-sized,Rockit Trading Company Ltd,Lowry Heretaunga,A1,R2946,R2946A,4/10/2024,PE1306,Final report sent,Smartfresh CA,60,21600,21600,1200,0,0,0,0,21600,8280,1587600
Pre-sized,Rockit Trading Company Ltd,Rockit Manahi,,R2880,R2880B,10/07/2024,PE1174,Final report sent,Smartfresh Air,201,72360,72360,4020,0,0,0,0,72360,26280,5043600
Pre-sized,Rockit Trading Company Ltd,Longlands,C1,R2329,R2329C,23/08/2024,PE1206,Final report sent,Smartfresh Air,13,4680,4680,260,0,0,0,0,4680,0,0
Orchard pick,Rockit Trading Company Ltd,Crown,B2,R2924,R2924B,31/05/2024,P1250,Final report sent,Smartfresh Air,42,18063.112,16438.032,913.224,0,0,1625.08,90.28222132,16438.032,6038.784,1079280.18
Pre-sized,Rockit Trading Company Ltd,Riverside Apples,,R1021,R1021A,12/10/2024,PE1312,Final report sent,Smartfresh CA,26,9360,9360,520,0,0,0,0,9360,3600,675000
Pre-sized,Rockit Trading Company Ltd,Rockit Manahi,C,R2880,R2880C,17/09/2024,PE1268,Final report sent,Smartfresh CA,4,1440,1440,80,0,0,0,0,1440,0,0
Pre-sized,Rockit Trading Company Ltd,MANZANA 2,B,R2925,R2925B,24/06/2024,PE1163,Final report sent,Smartfresh Air,53,19080,19080,1060,0,0,0,0,19080,7200,1323000
Pre-sized,Rockit Trading Company Ltd,Valley,F2,R2919,R2919F,5/09/2024,PE1230,Final report sent,Smartfresh Air,3,1080,1080,60,0,0,0,0,1080,0,0
Pre-sized,Rockit Trading Company Ltd,Rockit Manahi,D,R2880,R2880D,6/09/2024,PE1233,Final report sent,Smartfresh CA,102,36720,36720,2040,0,0,0,0,36720,0,0
Pre-sized,Rockit Trading Company Ltd,Pioneer,C1,R1580,R1580C,5/09/2024,PE1226,Final report sent,Smartfresh Air,9,3240,3240,180,0,0,0,0,3240,2160,421200
Pre-sized,Rockit Trading Company Ltd,Home Block,A,R1230,R1230A,16/09/2024,PE1263,Final report sent,Smartfresh CA,23,8280,8280,460,0,0,0,0,8280,0,0
Orchard pick,Rockit Trading Company Ltd,Mana2,B1,R2927,R2927B,11/09/2024,P1468,Final report sent,Smartfresh CA,21,8777.908,6007.428,333.746,0,0,2770.48,153.915554,6007.428,0,0
Pre-sized,Rockit Trading Company Ltd,Pioneer,,R1580,R1580B,2/06/2024,PE1142,Final report sent,Smartfresh Air,49,17640,17640,980,0,0,0,0,17640,6480,1263600
Pre-sized,Rockit Trading Company Ltd,Steel,A,R1149,R1149A,7/09/2024,PE1234,Final report sent,Smartfresh CA,45,16200,16200,900,0,0,0,0,16200,0,0
Pre-sized,Rockit Trading Company Ltd,Valley,,R2919,R2919E,4/10/2024,PE1305,Final report sent,Smartfresh CA,21,7560,7560,420,0,0,0,0,7560,2520,464400
Orchard pick,Rockit Trading Company Ltd,Rockit Manzana,A1,R2879,R2879A,19/08/2024,P1414,Final report sent,Smartfresh CA,12,6047.56,4730.76,262.82,0,0,1316.8,73.15555482,4730.76,174.924,20990.88
Pre-sized,Rockit Trading Company Ltd,Sim2,A1,R2886,R2886A,13/09/2024,PE1254,Final report sent,Smartfresh CA,46,16560,16560,920,0,0,0,0,16560,0,0
Orchard pick,Rockit Trading Company Ltd,Longlands,,R2329,R2329A,1/07/2024,P1331,Final report sent,Smartfresh Air,147,59098.032,49840.632,2768.924,0,0,9257.4,514.2999949,49840.632,19310.544,2827241.28
Pre-sized,Rockit Trading Company Ltd,Valley,,R2919,R2919C,30/03/2024,PE1078,Final report sent,Smartfresh Air,132,47520,47520,2640,0,0,0,0,47520,0,0
Pre-sized,Rockit Trading Company Ltd,Valley,,R2919,R2919E,19/06/2024,PE1161,Final report sent,Smartfresh Air,89,32040,32040,1780,0,0,0,0,32040,12240,2305800
Orchard pick,Rockit Trading Company Ltd,Rockit Manzana,,R2879,R2879B,19/08/2024,P1413,Final report sent,Smartfresh CA,39,16592.356,13785.156,765.842,0,0,2807.2,155.955554,13785.156,360.036,43204.32
Pre-sized,Rockit Trading Company Ltd,Rockit Manzana,D2,R2879,R2879D,6/08/2024,PE1185,Final report sent,Smartfresh Air,39,14040,14040,780,0,0,0,0,14040,360,43200
Pre-sized,Rockit Trading Company Ltd,Sim2,A1,R2886,R2886A,12/04/2024,PE1098,Final report sent,Smartfresh Air,28,10080,10080,560,0,0,0,0,10080,0,0
Pre-sized,Rockit Trading Company Ltd,Valley,,R2919,R2919E,26/06/2024,PE1170,Final report sent,Smartfresh Air,73,26280,26280,1460,0,0,0,0,26280,10080,1884600
Orchard pick,Rockit Trading Company Ltd,MANZANA 2,C,R2925,R2925C,30/05/2024,P1247,Final report sent,Smartfresh Air,74,31324.769,25636.809,1424.267808,0,0,5687.96,315.9977746,25636.809,10095.912,1894064.04
Pre-sized,Rockit Trading Company Ltd,Lobb,B,R2899,R2899B,25/09/2024,PE1277,Final report sent,Smartfresh CA,46,16560,16560,920,0,0,0,0,16560,0,0
Pre-sized,Rockit Trading Company Ltd,Valley,,R2919,R2919C,9/09/2024,PE1246,Final report sent,Smartfresh Air,3,1080,1080,60,0,0,0,0,1080,0,0
Orchard pick,Rockit Trading Company Ltd,Korokipo,KCR3,R2850,R2850E,17/09/2024,P1491,Final report sent,Smartfresh CA,24,10194.748,7978.068,443.226,0,0,2216.68,123.1488877,7978.068,178.02,21362.4
Orchard pick,Rockit Trading Company Ltd,Waipatu,WPR3,R2873,R2873C,13/09/2024,P1475,Final report sent,Smartfresh CA,125,53632.56,43874.28,2437.46,0,0,9758.28,542.1266612,43874.28,350.028,42003.36
Orchard pick,Rockit Trading Company Ltd,Rangi2,B,R2901,R2901B,25/06/2024,P1318,Final report sent,Smartfresh Air,93,38596.656,32341.536,1796.752,0,0,6255.12,347.5066632,32341.536,11409.012,2206508.04
Pre-sized,Rockit Trading Company Ltd,Karaua,ROCK1,R2934,R2934F,8/08/2024,PE1192,Final report sent,Smartfresh Air,11,3960,3960,220,0,0,0,0,3960,0,0
Pre-sized,Rockit Trading Company Ltd,Steel,C,R1149,R1149C,23/08/2024,PE1203,Final report sent,Smartfresh CA,33,11880,11880,660,0,0,0,0,11880,0,0
Orchard pick,Rockit Trading Company Ltd,Steel,C,R1149,R1149C,23/08/2024,P1421,Final report sent,Smartfresh CA,22,9971.96,7310.16,406.12,0,0,2661.8,147.8777763,7310.16,0,0
Orchard pick,Rockit Trading Company Ltd,Rangi2,A,R2901,R2901A,7/08/2024,P1398,Final report sent,Smartfresh Air,17,6871.772,5704.452,316.914,0,0,1167.32,64.85111046,5704.452,0,0
Orchard pick,Rockit Trading Company Ltd,Wharerangi,A1,R1936,R1936A,3/05/2024,P1197,Final report sent,Smartfresh Air,61,25274.182,21998.142,1222.115238,0,0,3276.04,182.0022204,21998.142,8096.07,1515724.2
Orchard pick,Rockit Trading Company Ltd,Knight Road Horticulture,A,R2958,R2958D,6/08/2024,P1395,Final report sent,Smartfresh Air,34,14296.436,12081.276,671.182,0,0,2215.16,123.0644432,12081.276,962.568,115508.16
Pre-sized,Rockit Trading Company Ltd,Tubbies Orchard,B,R2943,R2943A,8/08/2024,PE1193,Final report sent,Smartfresh Air,16,5760,5760,320,0,0,0,0,5760,0,0
Orchard pick,Rockit Trading Company Ltd,Pioneer,,R1580,R1580B,1/06/2024,P1254,Final report sent,Smartfresh Air,57,23580.126,20868.286,1159.349,0,0,2711.84,150.6577763,20868.286,8000.424,1438874.28
Pre-sized,Rockit Trading Company Ltd,Rockit Manahi,B2,R2880,R2880B,27/09/2024,PE1293,Final report sent,Smartfresh CA,13,4680,4680,260,0,0,0,0,4680,0,0
Pre-sized,Rockit Trading Company Ltd,Rockit STOCK ROADS,B2,R2534,R2534B,7/09/2024,PE1237,Final report sent,Smartfresh CA,40,14400,14400,800,0,0,0,0,14400,0,0
Pre-sized,Rockit Trading Company Ltd,Raukawa,,R1232,R1232A,25/09/2024,PE1278,Final report sent,Smartfresh Air,1,360,360,20,0,0,0,0,360,0,0
Pre-sized,Rockit Trading Company Ltd,Korokipo Verries,KVR1,R2872,R2872B,25/09/2024,PE1285,Final report sent,Smartfresh Air,2,720,720,40,0,0,0,0,720,0,0
Pre-sized,Rockit Trading Company Ltd,Rockit Manzana,D2,R2879,R2879D,3/10/2024,PE1304,Final report sent,Smartfresh CA,105,37800,37800,2100,0,0,0,0,37800,14400,2646000
Pre-sized,Rockit Trading Company Ltd,Steel,B,R1149,R1149B,5/09/2024,PE1228,Final report sent,Smartfresh Air,11,3960,3960,220,0,0,0,0,3960,360,70200
Orchard pick,Rockit Trading Company Ltd,Riverside Apples,,R1021,R1021A,26/08/2024,P1430,Final report sent,Smartfresh CA,36,15863.336,13476.096,748.672,0,0,2387.24,132.6244431,13476.096,352.116,42253.92
Pre-sized,Rockit Trading Company Ltd,HAU,,R2776,R2776A,19/06/2024,PE1160,Final report sent,Smartfresh Air,220,79200,79200,4400,0,0,0,0,79200,30240,5815800
Orchard pick,Rockit Trading Company Ltd,Rockit STOCK ROADS,B2,R2534,R2534B,7/09/2024,P1463,Final report sent,Smartfresh CA,46,19086.316,15016.356,834.242,0,0,4069.96,226.1088866,15016.356,0,0
Pre-sized,Rockit Trading Company Ltd,Mana1,A2,R2926,R2926A,11/06/2024,PE1151,Final report sent,Smartfresh Air,16,5760,5760,320,0,0,0,0,5760,0,0
Orchard pick,Rockit Trading Company Ltd,MANZANA 2,A,R2925,R2925A,7/08/2024,P1401,Final report sent,Smartfresh Air,18,7745.592,5830.632,323.924,0,0,1914.96,106.3866656,5830.632,345.024,41402.88
Orchard pick,Rockit Trading Company Ltd,Crown,A2,R2924,R2924A,3/10/2024,P1545,Final report sent,Smartfresh CA,56,23936.704,19805.904,1100.328,0,0,4130.8,229.4888866,19805.904,637.56,85892.4
Pre-sized,Rockit Trading Company Ltd,Te Aute Road North,,R1233,R1233A,4/05/2024,PE1126,Final report sent,Smartfresh Air,26,9360,9360,520,0,0,0,0,9360,5400,1053000
Orchard pick,Rockit Trading Company Ltd,Paki Paki,PPRK1,R2786,R2786A,24/06/2024,P1316,Final report sent,Smartfresh Air,30,12048.328,9793.448,544.0801286,0,0,2254.88,125.2711099,9793.448,2887.272,556492.14
Pre-sized,Rockit Trading Company Ltd,Valley,B1,R2919,R2919B,12/06/2024,PE1157,Final report sent,Smartfresh Air,12,4320,4320,240,0,0,0,0,4320,0,0
Pre-sized,Rockit Trading Company Ltd,Sunvalley Orchard,NORTH,R2732,R2732A,26/07/2024,PE1182,Done,Smartfresh Air,251,101880,101880,5660,0,0,0,0,101880,5040,604800
Orchard pick,Rockit Trading Company Ltd,Tubbies Orchard,B,R2943,R2943A,8/08/2024,P1403,Final report sent,Smartfresh Air,19,8285.412,7136.532,396.474,0,0,1148.88,63.82666603,7136.532,613.008,73560.96
Pre-sized,Rockit Trading Company Ltd,Longlands,,R2329,R2329D,12/06/2024,PE1153,Final report sent,Smartfresh Air,32,11520,11520,640,0,0,0,0,11520,0,0
Orchard pick,Rockit Trading Company Ltd,Rockit STOCK ROADS,C1,R2534,R2534C,7/09/2024,P1462,Final report sent,Smartfresh CA,25,10919.68,7846.2,435.9,0,0,3073.48,170.7488872,7846.2,0,0
Pre-sized,Rockit Trading Company Ltd,Paki Paki,PPRK1,R2786,R2786A,17/09/2024,PE1266,Final report sent,Smartfresh CA,46,16560,16560,920,0,0,0,0,16560,0,0
Pre-sized,Rockit Trading Company Ltd,Valley,,R2919,R2919E,9/09/2024,PE1247,Final report sent,Smartfresh Air,1,360,360,20,0,0,0,0,360,0,0
Pre-sized,Rockit Trading Company Ltd,Korokipo Verries,KVR3,R2872,R2872H,7/08/2024,PE1187,Final report sent,Smartfresh Air,20,7200,7200,400,0,0,0,0,7200,0,0
Pre-sized,Rockit Trading Company Ltd,Raukawa,B4,R1232,R1232B,23/08/2024,PE1207,Final report sent,Smartfresh CA,24,8640,8640,480,0,0,0,0,8640,0,0
Orchard pick,Rockit Trading Company Ltd,Rockit Manzana,C1,R2879,R2879C,24/06/2024,P1315,Final report sent,Smartfresh Air,13,5646.492,4857.372,269.854,0,0,789.12,43.83999956,4857.372,1714.32,321921
Orchard pick,Rockit Trading Company Ltd,Waipatu,WPR3,R2873,R2873C,12/10/2024,P1570,Final report sent,Smartfresh CA,35,14656.78,12441.18,691.1766661,0,0,2215.6,123.0888877,12441.18,5200.86,943195.44
Orchard pick,Rockit Trading Company Ltd,Valley,,R2919,R2919H,16/10/2024,P1582,Final report sent,Smartfresh CA,60,25581.492,21510.292,1195.016221,0,0,4071.2,226.1777755,21510.292,9364.72,1576964.08
Orchard pick,Rockit Trading Company Ltd,Valley,F2,R2919,R2919F,5/09/2024,P1455,Final report sent,Smartfresh Air,6,2282.728,1546.848,85.936,0,0,735.88,40.88222181,1546.848,0,0
Pre-sized,Rockit Trading Company Ltd,Rockit Manahi,,R2880,R2880A,8/07/2024,PE1173,Final report sent,Smartfresh Air,236,84960,84960,4720,0,0,0,0,84960,30960,5713200
Pre-sized,Rockit Trading Company Ltd,Steel,A,R1149,R1149A,23/08/2024,PE1202,Final report sent,Smartfresh CA,45,16200,16200,900,0,0,0,0,16200,0,0
Pre-sized,Rockit Trading Company Ltd,Rockit Manzana,,R2879,R2879C,9/09/2024,PE1243,Final report sent,Smartfresh Air,4,1440,1440,80,0,0,0,0,1440,720,140400
Orchard pick,Rockit Trading Company Ltd,MANZANA 2,B,R2925,R2925B,11/04/2024,P1149,Final report sent,Smartfresh Air,21,9579.268,8449.308,469.4056904,0,0,1129.96,62.77555493,8449.308,390.096,46811.52
Pre-sized,Rockit Trading Company Ltd,Waipatu,WPR2,R2873,R2873B,16/09/2024,PE1258,Final report sent,Smartfresh CA,42,15120,15120,840,0,0,0,0,15120,0,0
Orchard pick,Rockit Trading Company Ltd,Rockit Manzana,D1,R2879,R2879D,31/05/2024,P1252,Final report sent,Smartfresh Air,25,10887.67,9378.43,521.024,0,0,1509.24,83.84666583,9378.43,3697.2,705240
Orchard pick,Rockit Trading Company Ltd,Wharerangi,,R1936,R1936C,16/09/2024,P1479,Final report sent,Smartfresh CA,60,24277.084,18518.364,1028.798,0,0,5758.72,319.9288857,18518.364,350.064,42007.68
Orchard pick,Rockit Trading Company Ltd,Crown,A2,R2924,R2924A,31/05/2024,P1251,Final report sent,Smartfresh Air,92,38353.129,34159.849,1897.769474,0,0,4193.28,232.9599977,34159.849,13292.568,2539530.36
Pre-sized,Rockit Trading Company Ltd,Parkhill Orchard,PHRK,R2841,R2841A,11/10/2024,PE1311,Final report sent,Smartfresh CA,49,17640,17640,980,0,0,0,0,17640,6480,1263600
Orchard pick,Rockit Trading Company Ltd,Moa Apples,,R1626,R1626A,25/07/2024,P1382,Final report sent,Smartfresh Air,61,27727.98,24736.5,1374.25,0,0,2991.48,166.1933317,24736.5,856.332,102759.84
Pre-sized,Rockit Trading Company Ltd,MANZANA 2,A,R2925,R2925A,8/08/2024,PE1191,Final report sent,Smartfresh Air,15,5400,5400,300,0,0,0,0,5400,360,43200
Pre-sized,Rockit Trading Company Ltd,Wharerangi,,R1936,R1936A,18/09/2024,PE1271,Final report sent,Smartfresh CA,1,360,360,20,0,0,0,0,360,0,0
Orchard pick,Rockit Trading Company Ltd,Lawn Road,C1,R2917,R2917C,2/10/2024,P1548,Final report sent,Smartfresh CA,56,23919.664,20294.424,1127.468,0,0,3625.24,201.4022202,20294.424,710.028,85203.36
Orchard pick,Rockit Trading Company Ltd,Valley,A1,R2919,R2919A,2/06/2024,P1257,Final report sent,Smartfresh Air,32,13405.828,11453.148,636.286,0,0,1952.68,108.4822211,11453.148,4389.48,789269.4
Pre-sized,Rockit Trading Company Ltd,Rockit Manzana,,R2879,R2879A,17/10/2024,PE1324,Final report sent,Smartfresh CA,100,36000,36000,2000,0,0,0,0,36000,14760,2797200
Pre-sized,Rockit Trading Company Ltd,Te Aute Road North,,R1233,R1233B,11/09/2024,PE1248,Final report sent,Smartfresh CA,88,31680,31680,1760,0,0,0,0,31680,0,0
Orchard pick,Rockit Trading Company Ltd,Valley,,R2919,R2919C,31/05/2024,P1253,Final report sent,Smartfresh Air,108,44630.744,39154.824,2175.268,0,0,5475.92,304.2177747,39154.824,14767.056,2708590.32
Orchard pick,Rockit Trading Company Ltd,Rockit Manzana,,R2879,R2879A,27/09/2024,P1523,Final report sent,Smartfresh CA,117,50952.22,39359.7,2186.65,0,0,11592.52,644.0288824,39359.7,960.624,115274.88
Orchard pick,Rockit Trading Company Ltd,Home Block,B,R1230,R1230B,16/09/2024,P1484,Final report sent,Smartfresh CA,36,15206.496,10796.616,599.812,0,0,4409.88,244.9933309,10796.616,0,0
